step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
449,PAYMENT,1712.18,C991000716,12955.8,11243.61,M283937520,1164.34,1071.86,0,0
491,CASH_OUT,1805.42,C671037929,6367.95,4562.53,C663717287,890.13,832.73,0,0
24,CASH_OUT,283.91,C582684300,2065.8,1781.9,C121904448,370.98,334.34,0,0
348,PAYMENT,1799.2,C492492358,8217.75,6418.55,M328038677,574.47,413.65,0,0
191,TRANSFER,551.65,C615240488,16849.21,16297.56,C962363577,1088.62,1640.27,0,0
1,CASH_OUT,141.13,C620334280,2499.61,2358.49,C370219113,1093.3,901.39,0,0
56,PAYMENT,899.08,C738652412,60999.64,60100.57,M998629705,871.44,683.89,0,0
58,TRANSFER,652.0,C280216491,4592.77,3925.77,C986440957,1663.86,2315.86,0,0
257,CASH_OUT,202.4,C118648324,1375.82,1173.42,C346861360,55304.94,55157.89,0,0
660,CASH_OUT,1690.32,C151097985,15298.07,13607.75,C172606589,118.54,0.0,0,0
380,PAYMENT,77.12,C527471485,2329.11,2251.99,M178402140,13402.0,13345.72,0,0
373,TRANSFER,32495.96,C942049323,38230.54,5784.58,C369828558,1200.0,0.0,1,0
668,CASH_IN,1290.04,C219829617,9686.8,8421.77,C335537278,1941.33,3231.36,0,0
193,CASH_OUT,276.08,C477389740,7447.49,7196.41,C753628234,14828.76,14737.41,0,0
229,PAYMENT,161.96,C359244950,4055.59,3893.63,M653743902,30631.24,30388.79,0,0
528,PAYMENT,214.39,C373789874,1817.19,1602.8,M942083841,43979.31,43779.38,0,0
230,DEBIT,260.68,C781207183,1037.74,777.06,C404268436,3717.83,3557.01,0,0
548,CASH_IN,58.03,C704657008,2123.9,2065.87,C347774459,2464.0,2522.03,0,0
201,PAYMENT,48.8,C940800334,565.78,516.98,M453860582,1846.73,1758.68,0,0
654,PAYMENT,945.07,C481082936,8662.75,7717.68,M534824549,3097.04,3039.43,0,0
133,PAYMENT,33.23,C769994601,6432.99,6399.76,M527707167,41928.53,41840.41,0,0
695,PAYMENT,692.83,C647231836,14225.07,13532.23,M494201855,482.4,293.25,0,0
476,DEBIT,206.76,C121045691,1831.01,1624.25,C482130233,5157.83,4881.73,0,0
385,CASH_IN,206.59,C498455772,669.82,463.22,C458165417,3863.55,4070.14,0,0
412,PAYMENT,822.41,C761471793,7362.44,6565.03,M700899147,794.29,643.48,0,0
430,CASH_IN,27.78,C692438797,9202.87,9175.09,C378554811,2314.12,2341.9,0,0
417,CASH_OUT,194.95,C445687525,16326.41,16131.46,C917090257,4104.99,3954.02,0,0
277,PAYMENT,484.02,C448375358,5458.51,4974.5,M604792791,1854.79,1677.3,0,0
512,TRANSFER,3810.54,C541338917,27320.63,23510.09,C703574060,35.72,3846.27,0,0
710,PAYMENT,999.57,C517687046,38052.57,37053.0,M142122359,11367.05,11241.76,0,0
681,TRANSFER,420.85,C202169133,5301.76,4880.92,C330475311,1450.07,1870.92,0,0
639,PAYMENT,352.77,C192797637,18483.28,18130.51,M353569072,9732.49,9653.54,0,0
582,TRANSFER,283.38,C656394786,3384.29,3100.92,C963973276,2699.12,2982.5,0,0
196,CASH_OUT,831.26,C378528209,4851.09,4019.84,C668475036,82.69,0.0,0,0
85,CASH_IN,631.4,C360158655,4788.75,4157.35,C690441865,638.04,1269.43,0,0
116,PAYMENT,66.61,C347681674,2632.28,2565.67,M172891575,5021.42,4880.04,0,0
249,PAYMENT,619.15,C439561891,1248.55,629.4,M405487745,9561.1,9275.18,0,0
564,TRANSFER,26650.07,C643668250,26650.07,50.0,C978683368,0.0,26650.07,1,0
461,PAYMENT,6359.55,C907555144,46263.25,39903.7,M308159512,1103.06,992.11,0,0
9,CASH_IN,160.59,C176387348,32201.03,32040.45,C738405017,5230.51,5391.1,0,0
420,CASH_OUT,503.98,C736612903,2233.1,1729.12,C401047475,3883.9,3781.65,0,0
555,CASH_OUT,151.61,C761216140,935.81,784.2,C985799963,3699.41,3499.53,0,0
26,PAYMENT,228.73,C988505435,16847.8,16619.07,M936107966,16841.63,16829.17,0,0
276,CASH_OUT,168.3,C335883796,2421.13,2252.83,C366122389,499.64,267.96,0,0
27,PAYMENT,925.0,C275709404,8073.87,7148.88,M501511423,134.15,0.0,0,0
91,CASH_IN,138.42,C222594999,2081.72,1943.3,C769576347,3811.33,3949.75,0,0
343,PAYMENT,3877.45,C146423962,41705.72,37833.27,M331600258,685.83,431.33,0,0
656,PAYMENT,460.68,C669895172,4484.88,4024.2,M466095497,44.19,0.0,0,0
268,CASH_IN,2404.2,C258720774,27739.16,25334.96,C212828089,590.72,2994.92,0,0
503,CASH_IN,107.33,C470848142,744.1,636.76,C323939012,1304.18,1411.52,0,0
152,PAYMENT,515.24,C773748450,4826.57,4311.33,M737761167,594.59,572.8,0,0
249,PAYMENT,78.3,C570633048,543.22,449.92,M201309989,1061.56,1042.05,0,0
361,CASH_OUT,37.73,C902161845,44548.76,44511.03,C898030538,2033.69,1997.12,0,0
56,DEBIT,61.51,C982790640,3070.74,3009.23,C349292149,1183.08,1175.48,0,0
220,PAYMENT,64.35,C682783903,3813.24,3748.89,M888621885,2466.55,2276.31,0,0
644,CASH_OUT,971.63,C293781465,2306.81,1335.18,C236818568,116462.97,116447.91,0,0
328,CASH_IN,1081.8,C360961420,5511.38,4429.58,C424846968,1494.46,2556.25,0,0
716,TRANSFER,28.5,C758205575,28870.08,28841.58,C104585110,19.65,48.15,0,0
494,CASH_OUT,519.01,C544746229,3934.2,3415.19,C705343451,280.35,279.2,0,0
363,TRANSFER,123.57,C344867055,26632.13,26508.56,C515341324,842.69,966.26,0,0
257,CASH_OUT,173.49,C885178444,1770.94,1597.45,C970320908,12258.0,11990.57,0,0
493,TRANSFER,23.03,C716898238,925.23,902.2,C381641184,233.07,256.1,0,0
349,PAYMENT,107.08,C103619991,1817.58,1710.5,M845658325,1205.76,1098.04,0,0
447,PAYMENT,1565.18,C575348935,53516.35,51951.17,M481729203,278.82,43.09,0,0
270,PAYMENT,91.51,C223795094,1108.33,1016.82,M295294825,3437.66,3273.59,0,0
293,CASH_IN,312.89,C455232326,1613.48,1300.59,C287089679,1061.74,1374.63,0,0
505,TRANSFER,90.37,C849801623,6486.85,6421.48,C410456063,422.94,513.31,0,0
287,PAYMENT,896.37,C469880704,3624.62,2728.26,M941348950,42.03,27.31,0,0
553,CASH_IN,236.01,C819418552,3657.28,3406.28,C552197105,2329.12,2565.13,0,0
473,TRANSFER,566.29,C925441077,3871.04,3304.74,C186797792,1007.3,1573.59,0,0
496,CASH_IN,1116.68,C538293101,4454.84,3338.15,C268523245,1439.96,2556.64,0,0
674,CASH_IN,8.62,C100187602,3261.28,3252.65,C421742246,4190.87,4199.49,0,0
2,PAYMENT,1974.1,C720504269,9595.91,7621.81,M259242952,1093.82,875.2,0,0
487,CASH_OUT,114.15,C548340637,4479.32,4365.18,C811181626,592.83,403.54,0,0
322,DEBIT,229.06,C866888291,3682.9,3453.84,C470209758,40.03,0.0,0,0
670,PAYMENT,48.63,C965615447,7949.44,7900.8,M376795327,413.57,262.69,0,0
171,PAYMENT,111.07,C295031481,13066.57,12955.5,M577039643,16726.88,16493.33,0,0
258,CASH_OUT,185.51,C147240106,3922.08,3721.57,C775743101,285.37,68.52,0,0
333,CASH_OUT,736.64,C757203118,54289.91,53553.26,C854707352,1370.3,1275.76,0,0
88,PAYMENT,271.68,C336706866,7854.43,7582.75,M982055141,1382.54,1308.26,0,0
489,PAYMENT,317.53,C965882168,8613.97,8296.45,M720729288,5.74,0.0,0,0
629,CASH_OUT,1383.62,C331349519,1383.62,0.0,C875983414,0.0,1383.62,1,0
325,PAYMENT,1077.88,C968847724,3041.45,1963.57,M875067499,242.79,174.91,0,0
7,DEBIT,91.62,C261941055,16986.95,16895.34,C402885962,39881.13,39797.69,0,0
438,CASH_IN,36.74,C160446556,1811.4,1774.67,C886539070,127.81,164.55,0,0
265,CASH_OUT,89.94,C767465730,399.14,309.21,C255981323,285.28,220.57,0,0
692,PAYMENT,2477.02,C279179424,20993.48,18516.46,M199156871,110.76,0.0,0,0
411,CASH_OUT,354.89,C163403051,8914.45,8559.56,C232801449,386.41,336.59,0,0
577,PAYMENT,670.33,C159800948,5399.81,4729.48,M829569456,105.15,0.0,0,0
704,CASH_IN,439.31,C877851453,4984.07,4544.76,C191043779,469.61,908.92,0,0
319,PAYMENT,224.67,C355202908,2969.94,2745.28,M601235941,1896.72,1606.87,0,0
570,TRANSFER,273.12,C391972325,5607.86,5334.74,C698078166,1131.11,1384.23,0,0
158,TRANSFER,61.41,C627077028,65139.46,65078.05,C858841488,1555.91,1617.32,0,0
123,CASH_OUT,960.6,C124880952,4599.82,3639.23,C598673882,762.54,661.6,0,0
1,CASH_OUT,664.85,C511380355,10524.66,9859.81,C986128561,23.69,0.0,0,0
334,CASH_IN,70.18,C483288048,1746.25,1676.07,C137547783,69.03,139.21,0,0
613,PAYMENT,103.75,C235346091,2772.45,2668.69,M753908573,140.12,0.0,0,0
245,CASH_OUT,3891.9,C852465367,57140.12,53248.21,C576035676,67413.98,67389.44,0,0
165,PAYMENT,5551.16,C381409587,9838.79,4287.63,M440193385,465.08,254.83,0,0
705,CASH_OUT,217.66,C989930045,3853.94,3636.28,C630157700,24779.47,24517.16,0,0
196,TRANSFER,178.09,C361178658,1028.18,850.08,C595526659,74.42,252.52,0,0
28,DEBIT,481.81,C416017568,39236.38,38754.57,C185419989,136.67,0.0,0,0
246,CASH_IN,143.45,C348446038,1452.11,1308.66,C149970717,15224.23,15377.68,0,0
7,PAYMENT,501.94,C356142994,9039.53,8542.58,M960738260,372.78,250.67,0,0
216,CASH_OUT,1127.02,C901080112,59453.56,58326.54,C170268209,438.93,286.06,0,0
68,TRANSFER,442.4,C156292769,3896.73,3454.33,C952420229,444.23,886.64,0,0
413,PAYMENT,80.55,C357307694,620.82,540.26,M598744211,1336.74,1225.75,0,0
483,TRANSFER,203.3,C424046389,3015.88,2812.59,C978102896,176.31,379.6,0,0
443,TRANSFER,130.72,C824763500,4269.04,4138.32,C240927762,38.74,169.46,0,0
108,PAYMENT,1279.28,C525555321,4375.24,3095.96,M764161120,3963.97,3816.09,0,0
689,PAYMENT,127.08,C219100923,5083.43,4956.35,M855341037,1038.77,763.37,0,0
127,PAYMENT,130.02,C544241086,7832.33,7702.31,M443446094,2153.97,2023.56,0,0
400,TRANSFER,52.8,C658539476,730.37,677.57,C516223144,16531.63,16584.43,0,0
639,CASH_IN,132.15,C550534077,24153.92,24021.77,C877883975,9085.55,9217.7,0,0
360,PAYMENT,198.54,C370502250,1735.98,1537.43,M984025617,40245.16,40104.71,0,0
314,PAYMENT,766.58,C724068512,4648.9,3867.32,M882777331,10624.58,10480.88,0,0
141,CASH_OUT,78.34,C203440982,73662.18,73583.84,C442931887,3272.5,3235.99,0,0
150,PAYMENT,7484.98,C379713296,59927.18,52442.2,M551857708,547.32,282.83,0,0
180,TRANSFER,30326.26,C626915413,134282.66,103956.41,C664404566,1073.63,31399.88,0,0
629,CASH_IN,766.65,C204763686,25892.52,25125.88,C828664715,38327.4,39094.05,0,0
584,CASH_IN,356.38,C104251631,2019.63,1663.25,C483586139,184.19,540.57,0,0
614,CASH_OUT,179.51,C483797827,1166.59,987.08,C137385000,6516.22,6216.73,0,0
464,PAYMENT,329.69,C436322788,31846.65,31516.96,M711323325,3135.71,3023.78,0,0
338,CASH_OUT,87230.78,C589181924,87230.78,0.0,C567206814,1200.0,88430.78,1,0
366,TRANSFER,837.52,C445232923,837.52,0.0,C944321498,0.0,837.52,1,0
555,PAYMENT,444.31,C106041422,2738.03,2293.72,M527258149,29170.45,29117.81,0,0
671,CASH_OUT,1794.5,C951529413,10375.07,8580.57,C230437310,5797.6,5739.06,0,0
313,PAYMENT,91.58,C205632475,2129.61,2038.02,M536300050,1491.76,1274.7,0,0
698,PAYMENT,315.17,C473742374,47588.82,47273.66,M111293500,4846.98,4637.61,0,0
607,TRANSFER,220.29,C823891018,1827.82,1607.52,C497726042,8817.96,9038.26,0,0
514,TRANSFER,78.61,C443158375,4235.93,4157.33,C972864305,7153.99,7212.59,0,0
6,PAYMENT,355.29,C292466364,7177.42,6822.13,M786138116,567.33,422.2,0,0
371,CASH_IN,1222.54,C132551191,17455.72,16233.18,C599374870,211.1,1413.64,0,0
463,PAYMENT,670.54,C726405050,9885.22,9214.68,M104185967,28863.39,28777.59,0,0
129,PAYMENT,9713.58,C295422543,13814.85,4101.28,M859533368,2258.51,1997.79,0,0
53,CASH_IN,1799.59,C278722354,10286.75,8487.16,C458070567,244.22,2043.81,0,0
555,CASH_IN,775.96,C359832826,2919.35,2143.39,C654180504,180.83,956.8,0,0
267,CASH_OUT,725.71,C190005538,21336.06,20610.35,C334649555,6073.41,5836.67,0,0
651,PAYMENT,260.59,C490095710,2098.15,1837.56,M531886225,17020.26,16789.92,0,0
533,TRANSFER,1099.9,C768096411,12059.84,10959.94,C964920476,1621.1,2701.0,0,0
704,CASH_OUT,490.69,C309358527,4617.9,4127.21,C131790818,510.27,397.42,0,0
218,PAYMENT,238.32,C562871583,2345.6,2107.28,M759575214,269.55,172.56,0,0
646,PAYMENT,513.23,C165372155,2289.08,1775.85,M448205379,483.57,456.29,0,0
227,CASH_IN,3338.17,C232205887,9976.69,6638.52,C171071513,21235.54,24583.71,0,0
115,PAYMENT,232.7,C654936609,4157.43,3924.73,M527833698,147.99,0.0,0,0
284,CASH_OUT,108.14,C751416485,7627.67,7519.54,C475415990,48.49,0.0,0,0
154,TRANSFER,23.02,C100945811,8971.68,8948.66,C858133082,865.64,888.66,0,0
504,CASH_IN,204.1,C187233625,1851.95,1647.85,C710523589,5813.32,6017.42,0,0
628,CASH_IN,121.9,C457822517,2948.65,2811.75,C267215846,12048.44,12170.34,0,0
476,PAYMENT,83.95,C271252204,25015.67,24931.72,M758770154,1887.86,1630.55,0,0
394,CASH_IN,2503.18,C447561291,5751.9,3248.72,C227040852,432.0,2935.18,0,0
445,PAYMENT,546.08,C201988359,15191.18,14645.1,M804936814,3715.3,3627.88,0,0
685,CASH_IN,216.98,C804974516,2424.15,2207.17,C502105301,490.3,707.28,0,0
198,CASH_OUT,56.25,C240430871,345.94,289.69,C245610178,4396.06,4341.46,0,0
456,TRANSFER,188.3,C694022832,865.73,677.43,C843717929,291.72,480.02,0,0
324,PAYMENT,70.39,C197391335,2456.91,2386.53,M671105552,1683.67,1627.22,0,0
716,PAYMENT,182.03,C644741513,1328.24,1146.2,M385520832,811.6,761.71,0,0
346,CASH_IN,5.0,C313975959,1978.49,1958.49,C685542908,1239.85,1254.85,0,0
343,TRANSFER,383.56,C108620868,3216.92,2833.36,C116236836,6999.22,7382.78,0,0
135,PAYMENT,428.41,C792050643,7052.05,6623.65,M814838755,558.18,537.17,0,0
219,PAYMENT,309.23,C568414573,6248.99,5939.76,M759601959,344.73,315.86,0,0
85,CASH_IN,1121.02,C723174535,39642.1,38521.08,C320880158,4126.91,5247.93,0,0
583,PAYMENT,557.64,C182318343,32556.23,31998.59,M293225498,2298.2,2224.79,0,0
195,PAYMENT,148.94,C499150274,2576.93,2427.99,M871961322,3139.61,2884.75,0,0
651,TRANSFER,307.23,C442515720,39341.15,39033.92,C467890423,641.3,948.53,0,0
311,CASH_OUT,594.14,C145327202,3088.71,2494.58,C246833536,4982.54,4981.64,0,0
577,CASH_OUT,920.32,C454986259,4543.93,3608.61,C416530799,4885.81,4704.69,0,0
308,CASH_OUT,373.86,C163930599,10326.94,9953.08,C772140628,3063.22,2881.12,0,0
126,CASH_OUT,754.19,C240388959,6036.39,5282.2,C868479115,25.16,0.0,0,0
704,CASH_OUT,1110.05,C358286464,12208.98,11098.93,C510316723,5587.45,5311.63,0,0
714,CASH_OUT,738.3,C265047396,36852.27,36113.97,C544876495,2516.5,2446.55,0,0
121,PAYMENT,27.9,C426380418,1327.84,1299.94,M773145385,2157.23,2151.06,0,0
220,PAYMENT,197.27,C688148093,3198.98,3001.71,M212280578,3142.46,2862.49,0,0
242,PAYMENT,1886.83,C136424319,17311.37,15409.54,M639381574,13563.55,13333.92,0,0
568,PAYMENT,223.6,C327301869,2574.58,2350.98,M181637034,1241.51,1162.22,0,0
200,CASH_OUT,471.34,C692895555,69527.07,69055.73,C250369669,164.9,0.0,0,0
417,CASH_OUT,345.78,C353297212,2128.78,1782.99,C170115208,622.91,523.03,0,0
453,CASH_OUT,4503.49,C769075336,15672.39,11168.9,C444205783,110.37,0.0,0,0
32,PAYMENT,247.81,C537159697,1854.12,1606.31,M917880467,748.5,573.17,0,0
132,CASH_OUT,323.4,C236504044,2473.47,2150.07,C504484479,507.9,313.8,0,0
513,PAYMENT,1747.48,C123004353,12464.95,10717.47,M329561478,2005.31,1988.52,0,0
631,CASH_IN,752.93,C583146775,3451.61,2698.68,C208111948,11483.11,12236.04,0,0
385,PAYMENT,249.1,C915041554,994.01,749.91,M165789033,2149.89,2022.97,0,0
286,CASH_IN,67.67,C141279868,2978.52,2910.85,C899039172,415.82,483.48,0,0
651,CASH_IN,883.75,C966259166,49783.86,48900.11,C119159108,210.66,1094.41,0,0
136,CASH_IN,61.97,C184799520,1074.27,1012.3,C971730705,4974.53,5036.5,0,0
31,CASH_IN,2280.71,C434518844,3669.71,1389.0,C977866642,252.54,2533.26,0,0
548,PAYMENT,574.43,C491435635,10379.39,9804.96,M215516119,979.29,771.05,0,0
166,PAYMENT,238.83,C638028970,6682.28,6443.45,M445003796,727.56,440.62,0,0
629,CASH_IN,202.8,C772379032,1721.57,1518.77,C288748947,782.71,985.51,0,0
505,PAYMENT,821.15,C514212554,5575.82,4754.68,M830653637,800.5,616.03,0,0
508,CASH_OUT,172.93,C432203835,1803.24,1630.31,C251081066,446.13,203.33,0,0
522,TRANSFER,391.84,C961077818,4603.87,4212.03,C747423363,265.91,657.75,0,0
626,PAYMENT,72.5,C462192681,7497.95,7425.45,M485644411,3444.04,3226.89,0,0
587,TRANSFER,138.23,C571506681,12904.92,12766.69,C372447008,2222.17,2360.4,0,0
404,CASH_IN,260.91,C895793715,2951.11,2715.19,C735544727,956.91,1217.82,0,0
317,CASH_OUT,363.42,C471553594,38712.8,38349.38,C746023865,441.84,397.21,0,0
584,CASH_OUT,1021.3,C384759997,11441.97,10420.68,C669935142,9567.22,9425.89,0,0
665,CASH_OUT,1018.26,C847268839,7498.1,6479.84,C587026420,3804.15,3593.58,0,0
12,PAYMENT,320.57,C858506096,14265.21,13944.64,M720124457,142.54,0.0,0,0
560,CASH_OUT,138.26,C203242264,486.03,347.78,C515317827,2233.08,2150.65,0,0
449,PAYMENT,1744.88,C348138862,16075.15,14330.27,M470758376,770.55,546.14,0,0
489,TRANSFER,15.48,C697748646,16668.37,16652.89,C417583912,8921.23,8936.71,0,0
681,CASH_OUT,371.7,C897842067,2541.37,2169.67,C674360934,2765.3,2720.33,0,0
454,PAYMENT,42.32,C361787993,1280.65,1238.33,M688846124,1522.86,1284.83,0,0
562,CASH_IN,72.07,C224268658,4548.06,4475.99,C996581147,284.8,356.87,0,0
99,CASH_OUT,283.42,C428316881,1325.13,1041.71,C897662271,2787.1,2747.74,0,0
533,CASH_OUT,138.57,C364401757,10522.69,10384.12,C727841665,100.85,0.0,0,0
258,TRANSFER,423.06,C138542224,4005.17,3567.11,C231292591,1393.51,1816.58,0,0
57,CASH_OUT,288.32,C532176582,4672.09,4388.77,C383616946,105.89,0.0,0,0
114,PAYMENT,100.95,C121129165,5984.08,5883.13,M401642018,1900.43,1744.84,0,0
142,PAYMENT,177.61,C721662974,3191.11,3013.5,M951386613,1079.49,784.0,0,0
260,TRANSFER,4362.71,C579085708,19996.63,15633.92,C732049740,793.19,5155.89,0,0
666,PAYMENT,109.86,C836317365,3982.04,3872.18,M457303038,42532.27,42521.46,0,0
331,CASH_OUT,127.65,C885708947,782.13,679.48,C485028233,844.01,761.58,0,0
208,CASH_OUT,1705.37,C315644384,6245.3,4524.92,C234935253,2683.54,2658.48,0,0
600,PAYMENT,157.73,C347204120,1864.62,1706.9,M641256736,6683.39,6508.82,0,0
557,CASH_IN,302.29,C605060180,1219.09,916.8,C209573453,25512.69,25814.98,0,0
526,CASH_OUT,49.58,C618948296,3582.41,3532.83,C615990511,343.04,191.35,0,0
1,CASH_OUT,5.28,C566726745,7488.21,7482.93,C383613126,3262.37,3092.08,0,0
115,DEBIT,265.58,C447153871,862.53,596.95,C159465399,7613.7,7554.94,0,0
617,PAYMENT,2133.37,C465171760,15506.28,13372.91,M919983988,6157.96,6042.16,0,0
331,CASH_OUT,44.68,C827183999,1147.0,1102.32,C592425674,1663.63,1617.06,0,0
236,CASH_OUT,2471.07,C602527831,10387.4,7916.32,C661385584,884.64,622.58,0,0
169,CASH_OUT,1070.63,C299247190,4132.27,3061.64,C483805663,1771.08,1550.7,0,0
262,PAYMENT,823.09,C433049560,3837.3,3014.21,M776372269,2423.4,2402.29,0,0
278,TRANSFER,652.08,C474240191,24392.08,23745.0,C506983259,1486.77,2138.85,0,0
718,TRANSFER,692.43,C618871702,3102.91,2410.48,C268798470,100.94,793.37,0,0
207,CASH_OUT,536.65,C992681954,6536.74,6000.09,C291944108,927.69,807.97,0,0
569,CASH_OUT,244.29,C391915449,704.23,459.94,C801415487,779.04,685.41,0,0
349,CASH_IN,132.55,C687647287,1067.24,934.69,C414964100,273.6,406.15,0,0
393,TRANSFER,118.97,C225788222,3432.6,3313.63,C947990357,272.54,391.5,0,0
603,PAYMENT,151.01,C852943141,7564.18,7438.17,M382147745,16608.75,16495.97,0,0
663,CASH_OUT,1574.39,C966819616,14877.39,13303.0,C857780691,16088.67,15932.7,0,0
228,CASH_OUT,706.59,C929837753,4683.67,3977.09,C679263360,276.8,216.41,0,0
697,PAYMENT,127.19,C445711070,5366.26,5239.08,M932976086,152.98,27.29,0,0
142,CASH_OUT,2974.69,C764524184,22577.55,19602.85,C845921171,14912.03,14633.08,0,0
254,CASH_OUT,1157.93,C812164995,6701.7,5543.76,C323391511,119.42,70.88,0,0
572,TRANSFER,501.62,C964688035,2747.73,2246.1,C659713396,706.51,1208.13,0,0
624,PAYMENT,1953.18,C672093917,153523.23,151595.05,M945836827,53.69,0.0,0,0
465,CASH_OUT,205.65,C883636763,958.48,752.83,C336897214,2033.25,1905.58,0,0
104,CASH_OUT,244.2,C671705717,1133.6,889.4,C770174300,2736.87,2595.04,0,0
654,CASH_OUT,384.87,C410867754,3337.88,2953.01,C704553796,178.45,64.88,0,0
600,PAYMENT,2398.3,C670618606,21977.48,19579.18,M697119732,4172.42,3890.14,0,0
439,CASH_OUT,545.42,C586163747,4190.05,3644.64,C645978271,2801.32,2799.03,0,0
704,CASH_OUT,174.47,C936361797,6071.0,5896.53,C837823032,5639.25,5467.18,0,0
634,TRANSFER,3708.97,C470417799,8622.0,4913.03,C707001368,971.52,4680.49,0,0
701,PAYMENT,304.66,C501735728,30425.8,30121.14,M577308481,1173.29,1163.29,0,0
717,CASH_IN,3791.04,C696794720,74004.87,70238.83,C344550164,3907.42,7698.46,0,0
43,PAYMENT,1034.17,C811559106,13526.67,12492.5,M876133559,3663.97,3392.74,0,0
151,PAYMENT,874.22,C945816402,3848.67,2959.46,M961804966,76.56,54.37,0,0
395,CASH_OUT,697.65,C129243997,16174.61,15476.96,C679054776,798.68,669.49,0,0
220,CASH_OUT,99.92,C478338887,8231.72,8131.8,C966185899,1849.99,1565.21,0,0
57,PAYMENT,76.55,C504649246,2217.45,2140.9,M661565849,93198.95,92970.47,0,0
509,PAYMENT,293.27,C562924069,4187.06,3893.79,M616506697,1219.55,974.57,0,0
318,PAYMENT,503.33,C909715287,4710.6,4207.27,M469617697,1742.09,1649.97,0,0
612,CASH_OUT,97.56,C397053685,3565.52,3467.95,C978786967,370.64,138.44,0,0
188,PAYMENT,379.66,C903799142,1926.59,1531.93,M961970508,1156.27,967.67,0,0
57,PAYMENT,380.95,C698463047,3190.08,2809.12,M801056124,4519.04,4442.15,0,0
531,TRANSFER,140.71,C944375954,48552.91,48397.2,C729412489,1742.56,1883.27,0,0
192,PAYMENT,369.49,C356859156,5797.79,5428.31,M551602524,871.51,789.27,0,0
140,CASH_OUT,570.36,C109460262,15477.44,14907.08,C536811788,1366.16,1332.73,0,0
180,CASH_IN,407.59,C432496914,27110.74,26703.14,C555733934,3448.26,3855.85,0,0
564,TRANSFER,402.43,C454972146,8506.28,8103.86,C768962233,365.11,767.54,0,0
108,PAYMENT,2381.78,C325798377,21511.87,19130.09,M693796769,20880.25,20582.85,0,0
76,CASH_OUT,165.55,C156097505,3773.07,3607.52,C184045590,1746.91,1473.59,0,0
547,CASH_IN,126.17,C968170107,1314.51,1188.34,C952694053,1394.59,1520.76,0,0
455,CASH_OUT,607.15,C154443842,3146.41,2539.26,C235234537,389.44,109.49,0,0
68,PAYMENT,1727.15,C764053977,9750.05,8022.89,M183874843,2337.19,2104.65,0,0
532,CASH_OUT,7191.25,C333698930,57708.44,50517.19,C173542360,156.64,146.08,0,0
301,PAYMENT,60.13,C953079844,1409.98,1349.85,M275001232,5110.31,4872.41,0,0
177,CASH_IN,465.74,C807039162,5739.36,5273.62,C514947683,8490.78,8956.52,0,0
625,DEBIT,143.28,C556140787,1339.74,1196.46,C633025041,7124.48,7115.72,0,0
167,CASH_OUT,142.58,C716067295,1621.65,1479.07,C696303246,1834.47,1607.35,0,0
300,TRANSFER,488.94,C441811573,6625.04,6136.1,C302903233,22742.15,23231.08,0,0
550,PAYMENT,74.51,C728799768,5859.24,5809.74,M699142768,1730.94,1529.42,0,0
180,PAYMENT,187.72,C440869023,2853.38,2665.66,M478238577,89.16,0.0,0,0
217,CASH_IN,28.01,C693464738,446.73,418.72,C897410146,219.03,247.04,0,0
374,CASH_IN,692.07,C579442979,7219.13,6527.06,C383878980,570.47,1262.53,0,0
453,CASH_OUT,181.74,C602714073,59262.13,59080.38,C617608869,12357.16,12268.33,0,0
453,CASH_IN,368.71,C465906189,3857.49,3488.79,C223220077,146.89,525.59,0,0
319,CASH_IN,468.83,C467628119,2035.02,1566.19,C826698957,1105.78,1574.61,0,0
498,PAYMENT,14711.22,C833830604,67822.64,53111.42,M791859905,571.08,564.7,0,0
628,PAYMENT,311.0,C753245166,3078.93,2767.94,M399179999,913.28,771.46,0,0
406,CASH_IN,319.29,C236394848,1436.41,1117.12,C425263828,8859.18,9178.47,0,0
668,PAYMENT,121.2,C111225457,72785.35,72664.15,M793821316,614.38,522.69,0,0
395,PAYMENT,282.94,C419317075,2085.31,1802.37,M612074414,630.24,435.03,0,0
493,CASH_OUT,187.11,C647216601,1913.84,1726.73,C480388820,7847.54,7675.15,0,0
185,DEBIT,84.3,C355632003,834.54,735.24,C258344817,969.08,949.88,0,0
451,CASH_OUT,3123.14,C217752703,21775.79,18652.64,C381602783,6832.3,6780.64,0,0
102,PAYMENT,708.16,C432517513,2067.15,1359.0,M808028408,8114.71,7848.23,0,0
567,PAYMENT,57.43,C453965091,542.01,484.58,M710877436,859.28,807.44,0,0
182,PAYMENT,157.74,C421987084,2101.24,1943.5,M675339201,712.14,479.89,0,0
320,CASH_OUT,723.42,C728210234,5535.97,4812.55,C160858066,20637.58,20492.1,0,0
186,CASH_OUT,1295.29,C785720837,5583.51,4288.23,C118854310,222.73,0.0,0,0
66,PAYMENT,2302.95,C286374768,22225.5,19922.55,M757453899,2541.59,2477.75,0,0
714,PAYMENT,49.71,C841498626,830.8,781.09,M265160390,5302.33,5060.48,0,0
233,TRANSFER,1114.99,C794471966,1114.99,0.0,C518347444,1200.0,2314.99,1,0
553,CASH_OUT,370.04,C350509779,4874.13,4504.09,C650786269,161.59,69.42,0,0
